Area,Line,Date,TrapName,TrapChecked,Triggered,Set,Species,Sex,Age,PestID,Bait,Comments,SampleID,SampleCondition,Latitude,Longitude,TrapType,TimeTaken,Username,FirstName
Mataia,Cliffs,30-3-2015,ST268,Y,N,Y,,,,,Egg,,,,-36.47832,174.416243,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST312,Y,N,Y,,,,,Egg,,,,-36.477459,174.417361,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST267,Y,N,Y,,,,,Egg,,,,-36.477403,174.418125,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST311,Y,N,Y,,,,,Egg,,,,-36.476856,174.419102,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST39,Y,N,Y,,,,,Egg,,,,-36.476612,174.420268,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST40,Y,N,Y,,,,,Egg,,,,-36.47827,174.420246,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST44,Y,N,Y,,,,,Egg,,,,-36.480156,174.419837,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST45,Y,N,Y,,,,,Egg,,,,-36.482414,174.419135,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST262,Y,N,Y,,,,,Egg,,,,-36.484025,174.419931,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST00,Y,N,Y,,,,,Egg,,,,-36.485335,174.418304,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST120,Y,N,Y,,,,,Egg,,,,-36.487351,174.418039,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Cliffs,30-3-2015,ST283,Y,N,Y,,,,,Egg,,,,-36.48900032,174.4190234,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,5-4-2014,ST55,Y,Y,Y,Ship Rat,,,PestID: 847,Egg,,,,-36.49137952,174.4241045,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,5-4-2014,ST56,Y,N,Y,,,,,Egg,,,,-36.49240869,174.4212103,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,5-4-2014,ST308,Y,N,Y,,,,,Egg,,,,-36.484527,174.416047,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,5-4-2014,ST367,Y,N,Y,,,,,Egg,,,,-36.485198,174.415768,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,1-6-2013,ST55,Y,N,Y,,,,,Egg,,,,-36.49137952,174.4241045,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,1-6-2013,ST56,Y,N,Y,,,,,Egg,,,,-36.49240869,174.4212103,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,1-6-2013,ST308,Y,Y,Y,Ship Rat,,,PestID: 1235,Egg,,,,-36.484527,174.416047,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,1-6-2013,ST367,Y,N,Y,,,,,Egg,,,,-36.485198,174.415768,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,6-6-2013,ST55,Y,N,Y,,,,,Egg,,,,-36.49137952,174.4241045,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,6-6-2013,ST56,Y,N,Y,,,,,Egg,,,,-36.49240869,174.4212103,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,6-6-2013,ST308,Y,Y,Y,Weasel,,,PestID: 1241,Egg,,,,-36.484527,174.416047,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,6-6-2013,ST367,Y,N,Y,,,,,Egg,,,,-36.485198,174.415768,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,23-3-2013,ST55,Y,Y,Y,Ship Rat,,,PestID: 1415,Egg,,,,-36.49137952,174.4241045,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,23-3-2013,ST56,Y,N,Y,,,,,Egg,,,,-36.49240869,174.4212103,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,23-3-2013,ST308,Y,N,Y,,,,,Egg,,,,-36.484527,174.416047,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,23-3-2013,ST367,Y,N,Y,,,,,Egg,,,,-36.485198,174.415768,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,30-9-2012,ST55,Y,Y,Y,Ship Rat,,,PestID: 1520,Egg,,,,-36.49137952,174.4241045,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,30-9-2012,ST56,Y,Y,Y,Ship Rat,,,PestID: 1521,Egg,,,,-36.49240869,174.4212103,DOC250,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,30-9-2012,ST308,Y,N,Y,,,,,Egg,,,,-36.484527,174.416047,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Extras,30-9-2012,ST367,Y,N,Y,,,,,Egg,,,,-36.485198,174.415768,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST359,Y,N,Y,,,,,Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST356,Y,N,Y,,,,,Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST362,Y,N,Y,,,,,Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST361,Y,Y,Y,Weasel,,,PestID: 899,Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST357,Y,N,Y,,,,,Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST354,Y,N,Y,,,,,Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST353,Y,N,Y,,,,,Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST352,Y,N,Y,,,,,Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST351,Y,N,Y,,,,,Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST350,Y,N,Y,,,,,Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-7-2014,ST306,Y,N,Y,,,,,Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST359,Y,N,Y,,,,,Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST356,Y,N,Y,,,,,Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST362,Y,N,Y,,,,,Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST361,Y,Y,Y,Hedgehog,,,PestID: 914,Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST357,Y,N,Y,,,,,Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST354,Y,N,Y,,,,,Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST353,Y,Y,Y,Ship Rat,,,PestID: 915,Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST352,Y,N,Y,,,,,Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST351,Y,Y,Y,Hedgehog,,,PestID: 916,Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST350,Y,N,Y,,,,,Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,16-7-2014,ST306,Y,N,Y,,,,,Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST359,Y,N,Y,,,,,Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST356,Y,N,Y,,,,,Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST362,Y,N,Y,,,,,Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST361,Y,N,Y,,,,,Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST357,Y,N,Y,,,,,Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST354,Y,Y,Y,,,,,Egg,Myna,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST353,Y,N,Y,,,,,Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST352,Y,N,Y,,,,,Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST351,Y,Y,Y,Hedgehog,,,PestID: 934,Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST350,Y,N,Y,,,,,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,23-7-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST359,Y,N,Y,,,,,Meat& Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST356,Y,N,Y,,,,,Meat& Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST362,Y,Y,Y,Stoat,M,,PestID: 970,Meat& Egg,Shane!,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST361,Y,N,Y,,,,,Meat& Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST357,Y,N,Y,,,,,Meat& Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST354,Y,N,Y,,,,,Meat& Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST353,Y,N,Y,,,,,Meat& Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST352,Y,N,Y,,,,,Meat& Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST351,Y,N,Y,,,,,Meat& Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST350,Y,N,Y,,,,,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,8-10-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST359,Y,N,Y,,,,,Meat& Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST356,Y,N,Y,,,,,Meat& Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST362,Y,N,Y,,,,,Meat& Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST361,Y,Y,Y,Weasel,,,PestID: 991,Meat& Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST357,Y,N,Y,,,,,Meat& Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST354,Y,N,Y,,,,,Meat& Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST353,Y,N,Y,,,,,Meat& Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST352,Y,N,Y,,,,,Meat& Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST351,Y,N,Y,,,,,Meat& Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST350,Y,N,Y,,,,,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,20-10-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST359,Y,N,Y,,,,,Meat& Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST356,Y,N,Y,,,,,Meat& Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST362,Y,N,Y,,,,,Meat& Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST361,Y,Y,Y,Stoat,,,PestID: 1035,Meat& Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST357,Y,N,Y,,,,,Meat& Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST354,Y,N,Y,,,,,Meat& Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST353,Y,N,Y,,,,,Meat& Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST352,Y,N,Y,,,,,Meat& Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST351,Y,N,Y,,,,,Meat& Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST350,Y,N,Y,,,,,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,25-1-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST359,Y,Y,Y,Weasel,,,PestID: 1036,Meat& Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST356,Y,N,Y,,,,,Meat& Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST362,Y,N,Y,,,,,Meat& Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST361,Y,N,Y,,,,,Meat& Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST357,Y,N,Y,,,,,Meat& Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST354,Y,N,Y,,,,,Meat& Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST353,Y,N,Y,,,,,Meat& Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST352,Y,N,Y,,,,,Meat& Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST351,Y,N,Y,,,,,Meat& Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST350,Y,N,Y,,,,,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,24-1-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST359,Y,N,Y,,,,,Meat& Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST356,Y,N,Y,,,,,Meat& Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST362,Y,N,Y,,,,,Meat& Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST361,Y,Y,Y,Stoat,,,PestID: 1040,Meat& Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST357,Y,N,Y,,,,,Meat& Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST354,Y,N,Y,,,,,Meat& Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST353,Y,N,Y,,,,,Meat& Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST352,Y,N,Y,,,,,Meat& Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST351,Y,N,Y,,,,,Meat& Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST350,Y,N,Y,,,,,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,18-2-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST359,Y,N,Y,,,,,Meat& Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST356,Y,N,Y,,,,,Meat& Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST362,Y,N,Y,,,,,Meat& Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST361,Y,N,Y,,,,,Meat& Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST357,Y,N,Y,,,,,Meat& Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST354,Y,N,Y,,,,,Meat& Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST353,Y,N,Y,,,,,Meat& Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST352,Y,N,Y,,,,,Meat& Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST351,Y,N,Y,,,,,Meat& Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST350,Y,Y,Y,Stoat,,,PestID: 1048,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,3-1-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST359,Y,N,Y,,,,,Meat& Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST356,Y,N,Y,,,,,Meat& Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST362,Y,Y,Y,Weasel,,,PestID: 1056,Meat& Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST361,Y,N,Y,,,,,Meat& Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST357,Y,N,Y,,,,,Meat& Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST354,Y,N,Y,,,,,Meat& Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST353,Y,N,Y,,,,,Meat& Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST352,Y,N,Y,,,,,Meat& Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST351,Y,N,Y,,,,,Meat& Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST350,Y,Y,Y,Weasel,,,PestID: 1057,Meat& Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,15-1-2014,ST306,Y,N,Y,,,,,Meat& Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST359,Y,N,Y,,,,,Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST356,Y,N,Y,,,,,Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST362,Y,N,Y,,,,,Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST361,Y,N,Y,,,,,Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST357,Y,N,Y,,,,,Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST354,Y,N,Y,,,,,Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST353,Y,N,Y,,,,,Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST352,Y,N,Y,,,,,Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST351,Y,N,Y,,,,,Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST350,Y,N,Y,,,,,Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,6-6-2013,ST306,Y,Y,Y,Mouse,,,PestID: 1244,Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST359,Y,N,Y,,,,,Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST356,Y,N,Y,,,,,Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST362,Y,N,Y,,,,,Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST361,Y,N,Y,,,,,Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST357,Y,N,Y,,,,,Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST354,Y,N,Y,,,,,Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST353,Y,N,Y,,,,,Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST352,Y,N,Y,,,,,Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST351,Y,N,Y,,,,,Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST350,Y,N,Y,,,,,Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,9-5-2013,ST306,Y,Y,Y,Ship Rat,,,PestID: 1351,Egg,,,,-36.492524,174.447532,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST359,Y,N,Y,,,,,Egg,,,,-36.498546,174.4306,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST356,Y,N,Y,,,,,Egg,,,,-36.497792,174.433553,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST362,Y,N,Y,,,,,Egg,,,,-36.496447,174.437579,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST361,Y,N,Y,,,,,Egg,,,,-36.495969,174.439448,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST357,Y,N,Y,,,,,Egg,,,,-36.495543,174.440879,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST354,Y,N,Y,,,,,Egg,,,,-36.495108,174.442252,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST353,Y,N,Y,,,,,Egg,,,,-36.49448,174.444075,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST352,Y,N,Y,,,,,Egg,,,,-36.495497,174.446628,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST351,Y,N,Y,,,,,Egg,,,,-36.493807,174.445774,DOC200,Unspecified,kgadshead,Kevin & Gill
Mataia,Flats,19-5-2013,ST350,Y,N,Y,,,,,Egg,,,,-36.49457,174.448371,DOC200,Unspecified,kgadshead,Kevin & Gill
